,Smiles,Name
671,CC(=O)CC1(=CC2(C=C(OC)C=C(OC)C(C(O)=C1C=O)=2)),8-O-methylfusarubinaldehyde
672,CC(OP(=O)(O)O)(CCO)CC(=O)O,SCHEMBL15321176
673,C1(C=C(O)C(O)=CC=1C2(OC3(C(C(=O)C=2O)=C(O)C(O)=C(O)C=3))),Quercetagetin
674,C1(NC=NC=1C(C(O)COP(=O)(O)O)O),"2,3-dihydroxy-3-(1h-imidazol-5-yl)propyl dihydrogen phosphate"
675,CCC=CCC1(C(CCC1=O)CC(NC(C(O)=O)C(C)C)=O),ACMC-20moua
676,CC1(C(NC(=O)NC1=O)=O),5-Methylbarbituric acid
677,CC34(CCC2(C1(=CC=C(C=C1C(CC2C3CCC4O)O)O))),AC1LDOGW
678,C=C2(CC36(CC(OC1(OC(CO)C(O)C(O)C(O)1))2CCC(C5(C(CC3)C(C(OC4(OC(CO)C(O)C(O)C(O)4))=O)(C)CCC5)C)6)),CA003068
679,C(=CC(=O)C(O)=O)C1(C(O)=CC(C(O)=O)=NC(O)=1),"5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate"
680,C(C(=O)CN)OP(=O)(O)O,3-Amino-2-oxopropyl phosphate
681,CCC4(CC(C3(C(=C2(C(C1(C(=CC=CC=1C(C2=C(C=3C(C(=O)OC)4)O)=O)O))=O))O))O)O,NSC196524
682,CC(C)C(=O)C=CC=C(O)C(O)=O,"2-hydroxy-7-methyl-6-oxoocta-2,4-dienoic acid"
683,CCCCCCCC(=O)NC(CCO)C(=O)O,SCHEMBL6579626
684,C(O)C1(OC(OP(=O)(O)O)C(O)C(O)C(O)1),1-O-phosphonohexopyranose
685,CN4(C(=O)C1(C(=CC=CC=1)NC(=O)C3(OC(C2(=CC=CC=C2))3)4)),(-)-Cyclopenine
686,C(OP(O)(O)=O)C(O)C(O)C(=O)COP(O)(O)=O,"1,5-di-o-phosphonopent-2-ulose"
687,C(N)=O,formamide
688,CC(C=CC1(=C(CC(O)CC1(C)C)C))=CC=CC(=CC=O)C,3-Hydroxyretinal
689,C1(NC(=O)NC=1),"1,3-Dihydroimidazol-2-one"
690,CC(C(O)C)O,"2,3-butanediol"
691,C=C1(C2(CCC(C1(C)C)C2)),CAMPHENE
692,CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC=C(CCC=C(C)C)C)C)C)C)C)C)C,"2,6,10,14,19,23,27,31-octamethyldotriaconta-2,6,8,10,12,14,16,18,20,22,24,26,30-tridecaene"
693,CCCCS(=O)(=O)O,1-Butanesulfonic acid
694,CC(C)CO,2-Methyl-1-propanol
695,CC3(=CN(C2(OC(COP(OP(OC1(C(C(CO)(O)C(O1)C)O))(O)=O)(O)=O)C(C2)O))C(NC(=O)3)=O),AC1MM1J8
696,C(O)C3(OC(OC(=O)CCCC1(C2(=C(NC=1)C=CC=C2)))C(O)C(O)C(O)3),Indole-3-butanoyl   -D-Glucopyranose
697,CC2(C1(C(=O)C3(C(OC=1C=C(OC)C=2)=C(O)C4(C(=O)C(O)=CC(=O)C(C(O)=3)=4)))),Norbikaverin
698,COC1(C=C(O)C2(C(=O)C(OC)=C(OC(C=1)=2)C3(=CC(O)=C(O)C(O)=C3))),"3,7-dimethylmyricetin"
699,CC(=O)NC2(C(O)C(OC1(OC(CO)C(O)C(O)C(O)1))C(CO)OC(O)2),N-acetyllactosamine
700,C1(OC(=O)C2(C(O)=CC(=O)C(O)=CC1=2)),Stipitalide
701,CC(=CCC1(=C(C(=C(C(=C1O)CC=C(C)C)O)C(C(C)C)=O)O))C,4-Deoxycohumulone
702,CC(C)CCCC(C)CCCC(C)CCCC1(C)(CCC2(=C(C(O)=C(C)C(=C(O1)2)C)C)),alpha-tochopherol
703,C1(=C(C=CC(=C1)N(O)=O)N),4-NITROANILINE
704,CC(ONC2(C=CC(C1(C=CC=CC=1))=CC=2))=O,N-Acetoxy-4-aminobiphenyl
705,C(O)(=O)CC1(=CNC2(C=CC=CC1=2)),indole-3-acetic acid
706,CC(CO)=CCOP(OP(O)(=O)O)(=O)O,4-hydroxy-3-methylbut-2-en-1-yl trihydrogen diphosphate
707,C(O)C1(C(O)C(O)C(NS(=O)(=O)O)C(O)O1),AC1L19CM
708,COC1(C=CC(=CC=1)C2(=CC(=O)C3(C(O)=C(C(O)=C(O)C(O2)=3)OC))),pilosin
709,C(C1(C=C(Cl)C=CC=1O))(O)=O,5-CHLOROSALICYLIC ACID
710,C(=O)(O)CCCCC(=O)C(O)=O,alpha-KETOPIMELIC ACID
711,C(N)C3(C(O)C(O)C(N)C(OC2(C(N)CC(N)C(O)C(OC1(C(O)C(O)C(CO)O1))2))O3),Xylostasin
712,C(CCC(NC(=O)C1(C=CC=CC=1))C(=O)O)NC(=N)N,n2-benzoylarginine
713,CC(=O)NC(CC2(C1(C=CC=CC=1NC=2)))C(=O)O,N-Acetyl-DL-tryptophan
714,C(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1(OC(C(O)C(OP(=O)(O)OP(=O)(O)O)1)N3(C=NC2(C(=O)NC(N)=NC=23))),AC1L19WH
715,C(OP(O)(OCC(CO)O)=O)CN,Glycerophosphorylethanolamine
716,CC(C)CCCC(C)CCCC(C)CCCC(C)C(O)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP(O)(=O)O)C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))O)O,AC1LCUWS
717,C(=O)CCS(=O)(O)=O,SCHEMBL1512764
718,C(C1(C(Br)=CC=CC=1))(O)=O,2-BROMOBENZOIC ACID
719,C(=O)C1(C=CC=CC=1C(O)=O),2-Carboxybenzaldehyde
720,C(C(NC(CCC(N)C(O)=O)=O)C(=O)NCC(O)=O)SC(CCC(O)=O)=O,AC1NPWL9
721,C(CC1(C2(=C(NC=1)C=CC=C2)))=O,indole-3-acetaldehyde
722,CN2(=CN(C1(C(O)C(O)C(COP(=O)(O)O)O1))C3(=C2C(=O)NC(N)=N3)),AC1NDUXW
723,C(CCO)CCC(=O)O,6-HYDROXYCAPROIC ACID
724,CC(C)CCCC(C)CCCC(C)CCCC1(C)(CCC2(=CC(O)=CC(=C(O1)2)C)),(+)-|A-Tocopherol
725,C1(N=CC=NC=1C(=O)N),pyrazinamide
726,C(C(C(C(C(C(O)=O)=O)O)O)=O)O,"hexo-2,5-diulosonic acid"
727,CCC(C)C1(=NC2(=C(CCCNC(=N)N)NC(=CN(C(=O)1)2)C3(=CNC4(C=CC=CC3=4)))),AC1MC78V
728,CC3(OC(OC1(C(O)C(O)C(NC(N)=N)C(O)C(NC(N)=N)1))C(OC2(OC(CO)C(O)C(O)C(NC)2))C(O)(C=O)3),AC1L1K1H
729,CC(NC)C(O)C1(C=CC=CC=1),53214-57-6
730,CC(=CCCC(=CCCC(=CCCC1(C)(OC2(C(CC1)=CC(=C(C)C=2C)O)))C)C)C,.gamma.-Tocotrienol
731,CC1(C=C(C=C(C=1)OC)O),3-Methoxy-5-methylphenol
732,C(C1(=CC=CC=C(F)1))(=O)O,2-FLUOROBENZOIC ACID
733,COC5(=C(OC)C4(=CN3(CCC2(=CC1(=C(OCO1)C=C2C=3C=C4C=C5))))),berberine
734,C(N)CC(O)C(=O)NC3(CC(N)C(OC1(OC(CN)C(O)C(O)C(N)1))C(OC2(C(O)C(O)C(CO)O2))C(O)3),Ambuyrosin A
735,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOCC(COP(O)(O)=O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,AC1L99AC
736,C2(NC1(C=CC=CC=1C(CC(N)C(=O)O)=2)),DL-Tryptophan
737,CC(C(=O)OCC1(C=CC=CC=1))C(C)O,benzyl 3-hydroxy-2-methylbutanoate
738,CC(=CC=CC=C(C)C=CC=C(C)C=CC1(C(C)(C)CC(C=C(C)1)O))C=CC=C(C)C=CC2(C(C)=CC(CC(C)(C)2)O),AC1NAQXG
739,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1(C(O)=C(OC)C=CC=1))C)C)C)C)C)C)C)C,AC1L99ZD
740,C(O)(=O)C=CC1(=CC(O)=C(O)C=C1),Caffeic Acid-13C3
741,C(O)C(O)C(O)C(=O)CO,2-pentulose
742,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,nonaprenyl diphosphate
743,C#NC1(CCCCC1),N-cyclohexylnitrilium
744,CCC(O)C(=O)O,2-Hydroxybutyric acid
745,C(SCC(C(O)=O)N)CC(N)C(O)=O,cystathionine
746,C1(C=C(O)C=CC=1C(O)C(=O)O),4-Hydroxyphenylglycolic acid
747,C(OP(=O)(O)O)C1(C(O)C(O)C(O1)N3(C=NC2(C(=O)NC(=O)NC=23))),AC1L1AX5
748,C=C(C(=O)O)CC(O)=O,Itaconic acid
749,C2(CC1(C=C(OC)C(=CC=1C3(=CC4(=CC=C(OC)C(OC)=C(C=N23)4)))OC)),Palmatine
750,CC(=O)CC1(=CC2(C(O)=C(OC)C=C(OC)C(C(O)=C1C=O)=2)),8-O-methyl-5-hydroxy-fusarubinaldehyde
751,CCCCCCCCCCCCCC(=O)OCC(OC(CCCCCCCCCCCCC)=O)COP(O)(=O)O,Dimyristoylphosphatidic acid
752,CN1(C)(CCC4(=C3(C1CC2(C(=C(O)C(OC)=CC=2)C3=C(O)C(OC)=C4)))),AC1Q7AYG
753,CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(O)(O)=O)O,lysophosphatidic acid
754,COC1(=CC(=CC=C1O)C3(=C(C(C2(=C(C=C(C(=C2O3)OC)O)O))=O)O)),Limocitrin
755,C(=O)C1(=CC=CC=C1),benzaldehyde
756,C3(C(C1(C(=O)C2(=C(OC=1)C=C(C=C2O)O)))=CC=C(O)C=3),genistein
757,CC1(=CC(=CC(CO)=C1)O),3-(Hydroxymethyl)-5-methylphenol
758,C1(=CC(=CC=C1N)O),4-aminophenol
759,C(C2(OC(N1(C=C(CC=C1)C(=O)N))C(C(O)2)O))O,SCHEMBL17108184
760,C1(C(O)C(CO)OC1OP(=O)(O)O),2-deoxy-1-o-phosphonopentofuranose
761,CC(N)C(NC(CC(=O)O)C(=O)O)=O,20727-65-5
762,C(CN)CC=O,4-aminobutanal
763,C1(C(=CC=CN=1C5(OC(COP(=O)(O)OP(=O)(O)OCC2(OC(C(O)C(O)2)N4(C=NC3(C(N)=NC=NC=34))))C(O)C(O)5))C(N)=O),AC1L1AC5
764,C1(N=CC=CC=1C(O)CCC(=O)O),4-hydroxy-4-(3-pyridyl)-butanoic acid
765,C(=CC1(=CC(=CC(=C1)O)O))C2(C=CC(=CC=2)O),IN1128
766,CCCCCC=CCC=CCCCCCCCC(O)=O,"octadeca-9,12-dienoic acid"
767,C(CP(O)(O)=O)O,(2-Hydroxyethyl)phosphonic acid
768,C(#N)CC1(C=CC(Cl)=CC=1),4-Chlorobenzyl cyanide
769,C1(C=CC(=CC=1)C2(C=CC=CC=2O)),2-Phenylphenol
770,CC1(=C(N(O)=O)C=CC=C1N(=O)O),"2,6-DINITROTOLUENE"
771,C(COC1(C=CC(=CC=1Cl)Cl))(=O)O,"2,4-dichlorophenoxyacetic acid"
772,CC(CC(N)C(O)=O)C(O)O,SCHEMBL7277512
773,C1(C=C(O)C(Cl)=CC=1Cl),"2,4-DICHLOROPHENOL"
774,CC(=C3(CCC2(C1(C(C(CCC1)(C=O)C)CCC2=C3)C)))C,JPCTZWFFRZZTMM-UHFFFAOYSA-N
775,C1(CCCC(N)C(=O)N1),3-aminoazepan-2-one
776,C1(O)(C3(Cl)(C5(Cl)(C4(Cl)(C(Cl)(Cl)C2(Cl)(C(Cl)(C(Cl)1C(Cl)2C(Cl)34)5))))),CHLORDECONE ALCOHOL
777,CC1(=CN(C(=O)NC(=O)1)C3(CC(O)C(COP(=O)(O)OP(=O)(O)OC2(OC(C)C(O)C(=O)C(O)2))O3)),AC1NOX4R
778,CC(OP(=O)(O)O)(CO)C(O)COP(OP(O)(=O)OCC2(C(O)C(O)C(N1(C=CC(N)=NC(=O)1))O2))(O)=O,AC1L18E1
779,CCCCCCCCC=CCCCCCCCCCCCCCC(=O)O,"15-Tetracosenoic acid, (E)-"
780,C=C(C2(CC1(C(CCC=C1C)C)CC2))C,PREMNASPIRODIENE
781,C1(CCCNC(CNC(C(NC(CCC(C(O)=O)N)=O)CSSCC(C(NCC(NCCCN1)=O)=O)NC(CCC(C(O)=O)N)=O)=O)=O),AC1NDVS5
782,CNCCC1(C=CC(=CC=1)O),N-Methyltyramine
783,C1(NC=NC(CC=O)=1),Imidazole acetaldehyde
784,C(CCCCC(=O)O)NC(=O)CCCCCN,6-(6-aminohexanamido)hexanoic acid
785,CC(=O)NC1(C(O)OC(COP(=O)(O)O)C(O)C(O)1),GlcNAc-6-P
786,C(OC1(CO)(OC(CO)C(O)C(O)1))C2(O)(OC(CO)C(O)C(O)2),AC1NAD92
787,C(C(O)CO)O,glycerol
788,CC(=O)CC(N)C(=O)O,2-Amino-4-oxopentanoic acid
789,CC3(C)(OC4(C=CC5(C1(C(C2(O)(C(OC1)=CC(C=C2)=O))OC(C(C=C3)=4)=5)))),1a-Hydroxyphaseollone
790,CCCCCCCCCCCCCC=CC(C(N)COC1(OC(C(C(C1O)O)O)CO))O,AC1L1JCO
791,CC(=CCCC(=CCOC(C)=O)C)C,"3,7-Dimethylocta-2,6-dienyl acetate"
792,C1(O)(C(O)C(O)C(OP(O)(O)=O)C(O)C(O)1),Myo-inositol-1-phosphate
793,C(=O)(N)CCC(N)C(O)=O,DL-Glutamine
794,C1(CC(=O)OC=1CC(O)=O),3-Oxoadipate enol-lactone
795,CC1(C2(C(CC(O1)(CC2)C)O))C,"3-exo-hydroxy-1,8-cineole"
796,C=C(C1(CCC(=CC1)C))C,Dipentene
797,CC(=CC=CC(=CC=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC1(C(CCCC=1C)(C)C))C)C)C)C)C)C,AC1L9BFY
798,CC1(C2(=C(C=CC=1)C(=CC(O)=C2)C(=O)O)),3-hydroxy-5-methyl-1-naphthoic acid
799,C1(CC(CCC(CN)1)C(=O)OC2(=CC=C(C=C2)CCC(=O)O)),Cetraxate
800,CC1(C=CC(CO)=CC=1O),5-(hydroxymethyl)-2-methylphenol
801,CCC=CCC1(C(=O)CCC(CCCCCCCC(O)=O)1),AC1MQ2IK
802,C(O)(=O)C1(C(C(O)=O)O1),Epoxysuccinic acid
803,C(CC1(=CC=C(C=C1)O))#N,4-Hydroxybenzyl cyanide
804,COC1(C(=CC=C(C=1)C=CC(OC2(C(CC(CC2O)(C(O)=O)O)O))=O)O),AC1NE2EW
805,CCCCCCCC(=O)NC1(CCOC(=O)1),N-Octanoyl-DL-homoserine lactone
806,C=CC(C)(C)C35(C6(C(N(C(C)=O)C(N2(C(=O)C(N1(C(=O)C4(C(N=C1C2C3)=CC=CC=4)))C))5)=CC=CC=6)),PL024167
807,CC(C1(CCC(CC1O)C))C,MENTHOL
808,C(C(C(O)=O)OC1(C(C(C(C(O1)CO)O)O)O))OP(O)(O)=O,AC1NP8DZ
809,C=CC(C)=O,METHYL VINYL KETONE
810,C2(C=CC3(=C(OC1(OC(C(C(C1O)O)O)CO))C=CC=C(C=2)3)),1-NAPHTHYL-beta-D-GLUCOPYRANOSIDE
811,CC1(C=C(N(=O)O)C(=C(C=1)O)O),"5-methyl-3-nitrobenzene-1,2-diol"
812,COC1(OC(CO)C(O)C(O)C(O)1),Methyl hexopyranoside
813,CC(C)=CCCC(=CCCC(C)=CC(=O)OC)C,3675-00-1
814,CC2(OC(O)C(O)C(O)C(OC1(OC(CO)C(O)C(O)C(O)1))2),SCHEMBL1104923
815,CC(NC(=O)C(C)OC1(C(C(OC(C(O)1)CO)OP(=O)(O)OP(=O)(O)OCC2(OC(C(O)C(O)2)N3(C=CC(=O)NC(=O)3)))NC(C)=O))C(=O)O,AC1L1AV8
816,CC(=O)OCC1(C=CC=CC=1),BENZYL ACETATE
817,C2(C=CC1(=C(C(CO)=CN1)C=2)),Indole-3-carbinol
818,C(O)C1(C(O)C(O)C(O)C(O1)OP(=O)(O)OP(=O)(O)OCC2(C(O)C(O)C(O2)N3(C=CC(=O)NC(=O)3))),UDP-Glucose
819,C(O)C1(OC(C(O)C(O)1)N3(C=NC2(C(=O)NC(N)=NC=23))),NSC19994
820,CCCCCC=CCC=CCC=CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP(O)(=O)O)C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))O)O,AC1MLZS5
821,C1(CC(=NC(C1)C(O)=O)C(O)=O),THDPA
822,C(O)(=O)C1(OC(C(C(C1O)O)O)OP(O)(O)=O),AC1N4C5L
823,C1(C=CC(=O)C(O1)(O)CO),microthecin
824,CCCCCCCC(CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(OC(C(C1OP(O)(=O)O)O)N3(C2(=C(C(N)=NC=N2)N=C3))))O)O)=O)O,AC1NORMG
825,C3(OC4(=CC(O)=CC=C(C(=O)C(C2(C=C1(OCOC1=CC(O)=2)))3)4)),Sophorol
826,C(=O)(O)CCCCCCCCCCCO,12-Hydroxydodecanoic acid
827,CC4(OC(OP(=O)(O)OP(=O)(O)OCC1(OC(C(O)C(O)1)N3(C=NC2(C(=O)NC(N)=NC=23))))C(O)CC(O)4),AC1NOQG4
828,C(O)(=O)C(=O)CC(O)CP(=O)(O)O,SCHEMBL2399149
829,C1(NC=C(Cl)C=1C2(C(N)=C(Cl)C=CC=2)),aminopyrrolnitrin
830,CC1(C=CC(=CC(Cl)=1)N(O)=O),2-CHLORO-4-NITROTOLUENE
831,C(CCC(N)C(=O)O)NC(=N)NP(=O)(O)O,l-phosphoarginine
832,C1(C=CC(=C(C=1)C2(=CC=CC(=C(O)2)O))O),"2,2',3-trihydroxybiphenyl"
833,CC1(=C(C(=C(C=N1)COC2(OC(C(C(C2O)O)O)CO))CO)O),AC1MOIXB
834,C(C(O)C(OP(=O)(O)O)=O)OP(=O)(O)O,"glyceric acid 1,3-biphosphate"
835,C(Cl)C(N)C(O)=O,3-Chloroalanine
836,C(CCC(O)CC(C(O)=O)=O)(O)=O,4-Hydroxy-2-oxoheptanedioic acid
837,CC(C)=CCC1(C(O)=CC=C(C=1)C(O)=O),CHEBI:31111
838,CC4(OC(OP(OP(OCC3(C(C(C(N2(C1(=C(C(NC(=N1)N)=O)N=C2)))O3)O)O))(O)=O)(O)=O)C(C(C4O)O)O),GDP-Fuc
839,CC1(CCCC4(C)(C2(C1C3(C(C(C2)3)(C)4))))C,Longicyclene
840,C(=O)(O)C(S)CC(=O)O,Mercaptosuccinic acid
841,C(C1(C(C(C(C(C=1)NC2(C(C(C(C(C2)CO)O)O)O))O)O)O))O,(+)-Validoxylamine-A
842,CC(C(O)C(=O)NCCC(NCCSC(=O)CC(C)(O)C(O)=O)=O)(C)COP(OP(OCC3(OC(N1(C2(=C(N=C1)C(N)=NC=N2)))C(C(OP(=O)(O)O)3)O))(O)=O)(O)=O,AC1NDJR9
843,C=C1(CCC23(CC1C(C)(C)C2CCC(C)3)),Cedr-8(15)-ene
844,CC3(C)(OC4(C=CC5(C1(C(C2(=C(OC1)C=C(C=C2)O))OC(C(C=C3)=4)=5)))),AC1N3FAC
845,CC(CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP(O)(=O)O)C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))O)O)=O)N,AC1L19G1
846,CC2(OC(C(OC1(OC(C(O)C(O)C(NC)1)CO))C(O)(CO)2)OC3(C(O)C(OP(O)(=O)O)C(NC(=N)N)C(O)C(NC(=N)N)3)),AC1MIYPA
847,CC(=CCC1(=C(C=C(C(=C1O)C(C(C)C)=O)O)O))C,UTX-53
848,C2(=C(C1(C=CC=CC=1N2))C(C(COP(O)(=O)O)O)O),IGPS
849,CC(C3(=CC=C2(C1(C(C(CCC1)(CO)C)CCC2=C3)C)))C,"(1,4a-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthren-1-yl)methanol"
850,CC5(C(CCC2(C(CCC3(C)(C4(C)(CCC1(CCC(C)(C(O)=O)CC1C(=CC(=O)C23)4)(C))))5)(C))OC7(OC(C(O)C(O)C(OC6(OC(C(O)C(O)C(O)6)C(O)=O))7)C(O)=O))(C),glycyrrhizin
851,C(CCN)NCCCC=O,4-[(3-aminopropyl)amino]butanal
852,C1(=C(C(O)=O)C=CC=N(C)1),3-carboxy-1-methylpyridinium
853,C=CCCCCCCCCCCCCCCCCC,1-NONADECENE
854,CC(CCCC(C)CO)CCCC(C)CCCC1(C)(CCC2(=C(O1)C(C)=C(C)C(O)=C(C)2)),13'-OH-alpha-tocopherol
855,C(O)(=O)O,carbonic acid
856,C(S)C(C(NCCC(=O)O)=O)NC(=O)CCC(N)C(O)=O,AC1MOUZC
857,CC(=O)NC2(C(OC1(OC(C(=O)O)=CC(O)C(OS(O)(=O)=O)1))C(O)C(CO)OC(O)2),ZEUCJYOQJTZLFJ-UHFFFAOYSA-N
858,COC1(C=C(C=C(OC)C(OC)=1)C2(OC3(C=C(O)C=C(O)C(C(=O)C(O)=2)=3))),"3,5,7-TRIHYDROXY-3',4',5'-TRIMETHOXYFLAVONE"
859,C=C(C)CCOP(O)(=O)OP(O)(=O)O,isopentenyl pyrophosphate
860,CC(O)(CCO)CC(=O)O,DL-Mevalonate
861,C(O)(=O)C(=O)C1(C=C(O)C=C(O)C=1),"3,5-Dihydroxyphenylglyoxylate"
862,CN(CC1(C2(C(NC=1)=CC=CC=2)))C,Gramine
863,CN5(C1(C4(C3(C2(=C(C1)C=CC(=C2OC3C(C=C4)O)O))(CC5)))),"17-methyl-7,8-didehydro-4,5-epoxymorphinan-3,6-diol"
864,C2(=CC3(C(C(C1(C=CC(O)=CC=1))=COC(C=C2)=3)=O)),3-(4-hydroxyphenyl)-4H-chromen-4-one
865,C2(NC1(=C(C=CC=C1)C=2CC(NCC(O)=O)=O)),13113-08-1
866,C1(=CC(C(C=C1)O)O),"3,5-Cyclohexadiene-1,2-diol"
867,C1(C=C(O)C=CC=1C(N)C(=O)O),2-amino-2-(4-hydroxyphenyl)acetic acid
868,C1(C=C2(OC3(=CC=CC=C(OC(=CC=1)2)3))),Oxanthrene
869,C(O)(=O)CCC1(C=C(O)C(O)=CC=1),Dihydrocaffeic acid
870,C(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1(OC(CC(O)1)N3(C=NC2(C(=O)NC=NC=23))),AC1L19RW
871,CNCC(C1(=CC=CC=C1))O,2-(Methylamino)-1-phenylethanol
872,CC(C1(C=CC(CO)=CC=1))C,4-isopropylbenzyl alcohol
873,C1(C=CC(=CC=1)S),Benzenethiol
874,CCCC1(N=CC(O)CC1),5-hydroxy-gamma-coniceine
875,C2(OC1(=CC(=C(O)C=C1O2)C3(=CC4(C=CC(=CC(OC3)=4)O)))),"7,2'-dihydroxy-4',5'-methylenedioxyisoflav-3-ene"
876,C(N)C1(C(O)C(O)C(N)C(O1)OC2(C(N)CC(C(C2O)OC3(OC(CO)C(O)C(O)C(O)3))N)),Nebramycin III
877,CC(C=CC=C(C=CC1(C(CCCC=1C)(C)C))C)=CC=CC=C(C=CC=C(C=O)C)C,.beta.-Apocarotenal
878,C(CCN)NCCC(N)C(O)=O,carboxynorspermidine
879,C(CCC(C(=O)O)N)(NC1(=CC=CC=C1))=O,DL-Glutamic acid gamma-anilide
880,C1(C=C(C=CC=1CO)NNC(=O)CCC(N)C(=O)O),L-Agaritine
881,C1(O)(C(O)C(O)C(OP(=O)(O)O)C(O)C(O)1),Myo-inositol-1-phosphate
882,C3(CC1(=CC(O)=C(O)C=C1C(CC2(=CC=C(O)C=C2))N3)),Higenamine
883,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,"3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaen-1-yl trihydrogen diphosphate"
884,C(C(N)=O)C(=O)C(O)=O,2-Oxosuccinamic acid
885,CC1(C3(C(C2(CCC(C(CCC1)2C)3)C)O))C,AC1LAV9O
886,C(C(C1(C=CC(O)=CC=1))=O)(=O)O,4-Hydroxyphenylglyoxylic acid
887,C=C(C)C1(CC=C(CO)CC1),Perilla alcohol
888,CC(C)CCCC(C)CCCC(C)CCCC(C)=CCC13(OC(C)(C(=O)C2(C=CC=CC(C(=O)1)=2))3),"Vitamin K1 2,3-epoxide"
889,COC1(C=CC(=CC=1O)C3(=COC2(=C(C=CC(O)=C2)C3=O))),Calycosin
890,CC1(=C(C=CC(O)=C(O)1)Cl),4-Chloro-3-methylpyrocatechol
891,C(=O)(O)C(=O)CC(O)C(O)CO,3-deoxyhex-2-ulosonic acid
892,C(C1(C(C(C(C(C=1)NC2(C(C(C(C(C2)CO)OC3(OC(C(C(C3O)O)O)CO))O)O))O)O)O))O,SCHEMBL22761
893,CC2(C(C)=CC1(N(C=NC=1C=2)C3(C(O)C(O)C(CO)O3))),"5,6-dimethyl-1-pentofuranosyl-1h-benzimidazole"
894,CC1(C(=C(C=C(C=1)O)O)O),"2,3,5-TRIHYDROXYTOLUENE"
895,C1(N(C(=O)CN)C(CC1)C(=O)O),gly-pro
896,C(C6(OC(OC5(C(OC(OC4(C(OC(OC1(C(OC(C(C1O)O)OC2(C(OC(C(C2O)O)OC3(C(OC(C(C3O)O)O)CO))CO))CO))C(C4O)O)CO))C(C5O)O)CO))C(C(C6O)O)O))O,Maltohexaose
897,C(O)C4(OC(O)C(OC3(OC(CO)C(O)C(O)C(OC2(OC(CO)C(O)C(OC1(OC(CO)C(O)C(O)C(O)1))C(O)2))3))C(O)C(O)4),AC1NPPRN
898,C(N)CCNCCCCNC(=N)N,1-{4-[(3-Aminopropyl)amino]butyl}guanidine
899,CC(C)=CCSCC(N)C(=O)O,2-amino-3-[(3-methylbut-2-en-1-yl)sulfanyl]propanoic acid
900,CC(C)=CCC1(C(O)=CC=C(C=1)C(NC2(C(=O)OC4(=C(C(O)=2)C=CC(OC3(OC(C)(C)C(OC)C(OC(N)=O)C(O)3))=C(C)4)))=O),"5-hydroxy-6-[(2-hydroxy-3-{[4-hydroxy-3-(3-methylbut-2-en-1-yl)benzoyl]amino}-8-methyl-4-oxo-4h-chromen-7-yl)oxy]-3-methoxy-2,2-dimethyltetrahydro-2h-pyran-4-yl carbamate(non-preferred name)"
901,C2(=C(C=C(N)C(=O)O)C1(C=CC=CC=1N2)),2-amino-3-(1H-indol-3-yl)prop-2-enoic acid
902,CC2(C=CC=C(C)C(=O)NC1(C=C(O)C4(=C(C(O)=1)C(O)=C(C)C3(OC(OC=CC(OC)C(C)C(C(C)C(O)C(C)C(O)2)OC(=O)C)(C)C(=O)C=34)))),NSC133100
903,C(=O)(O)C=CC1(=CC=C(O)C=C1),3-(4-hydroxyphenyl)prop-2-enoic acid
904,C(C1(OC(C(C1O)O)NC(=N)NCCCC(C(O)=O)N))OP(OP(OCC4(C(O)C(O)C(N3(C=NC2(C(N)=NC=NC=23)))O4))(=O)O)(O)=O,ADP-Ribosyl-L-arginine
905,C=CCCCCCCCCCCCCCCC,1-HEPTADECENE
906,C(C(C(C(C(O)=O)(CO)O)O)O)O,AC1NPX1I
907,C(O)(=O)CCCNC(=N)N,4-Guanidinobutyric acid
